id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
823951,November,7.173,571,Released,2022-10-05,18114769,105,False,/ks3WTeuEaenmMiizxXba65Rxpu1.jpg,17700000,,tt14542254,fr,Novembre,"In November 2015, a series of unprecedented and deadly attacks hits Paris. The anti-terrorist police led by Heloise and her chief commander Fred - face an unprecedented level of pressure: in a race against the clock, they must find the perpetrators of the attacks as quickly as possible before they can strike again, travelling across Europe and beyond in one of the biggest manhunts in history.",12.316,/A5wae5M81jLTuv3WbCJfORxapRA.jpg,,"Crime, Drama, Thriller","Chi-Fou-Mi Productions, Récifilms, uMedia, France 2 Cinéma, uFund, Canal+, La Banque Postale Image","Belgium, France","Arabic, French","paris, france, anti terror, terrorism, terrorist attack, war on terrorism, terrorist threat, islamic terrorism, terrorisme"
532710,Firestarter,5.679,570,Released,2022-05-12,15039250,94,False,/bIFrsAcqkLUUxaaiqqpFexYPeCh.jpg,12000000,https://www.firestartermovie.com,tt1798632,en,Firestarter,"For more than a decade, parents Andy and Vicky have been on the run, desperate to hide their daughter Charlie from a shadowy federal agency that wants to harness her unprecedented gift for creating fire into a weapon of mass destruction. Andy has taught Charlie how to defuse her power, which is triggered by anger or pain. But as Charlie turns 11, the fire becomes harder and harder to control. After an incident reveals the family's location, a mysterious operative is deployed to hunt down the family and seize Charlie once and for all. Charlie has other plans.",15.038,/2MTGip0nfahQ1jPQCZSfCsPBZes.jpg,Never play with fire.,"Science Fiction, Thriller, Horror","Blumhouse Productions, Weed Road Pictures, BoulderLight Pictures, Universal Pictures, dentsu","Canada, Japan, United States of America",English,"fire, based on novel or book, telepathy, psychic power, psychic, female magician, supernatural power, secret government agency, psychic force, pyrokinesis"
655082,Eiffel,6.303,569,Released,2021-10-07,13000000,108,False,/AfrGOrPC85hte5sSb94zlSizalT.jpg,26000000,,tt10366514,fr,Eiffel,"The French government is asking Gustave Eiffel to design something spectacular for the 1889 Paris World Fair, but he simply wants to design the subway—until he crosses paths with a mysterious woman from his past.",12.54,/mrHx1eQpG7d0Qz3PUkt1ceEP6YK.jpg,You will never look at it the same way again.,"Romance, Drama","Pathé, VVZ Production, Constantin Film, SCOPE Pictures","Belgium, France, Germany",French,"paris, france, eiffel tower, paris, 19th century, world's fair, tour eiffel"
257345,The Darkness,4.761,568,Released,2016-05-13,10898293,92,False,/e7iYPtFq1qjNRdMd8gwl8w8xmPC.jpg,4000000,,tt1878841,en,The Darkness,A family returns from a Grand Canyon vacation with a supernatural presence in tow.,9.408,/7i7yuJoXCv12rQwYdSWcImhryrL.jpg,Evil comes home,"Horror, Thriller","Chapter One Films, Universal Pictures, Blumhouse Productions, BH Tilt",United States of America,English,"infidelity, snake, self sacrifice, autism, bulimia, haunted house, haunting, grand canyon, demon, dog, native american folklore, portal to hell"
632617,C'mon C'mon,7.281,567,Released,2021-11-19,4300000,109,False,/zs1I3ZFUDEWa5rFyph7OrMH1aJ9.jpg,8300000,https://a24films.com/films/cmon-cmon,tt10986222,en,C'mon C'mon,Johnny and his young nephew forge a tenuous but transformational relationship when they embark on a cross-country trip to see life away from Los Angeles.,15.474,/hROb7nFIM3cnk28J0jk4rFBXGQ9.jpg,,Drama,"A24, Be Funny When You Can",United States of America,English,"new york city, new orleans, louisiana, interview, los angeles, california, black and white, parenting, childhood, uncle nephew relationship, motherhood, bipolar disorder, brother sister relationship, kids speaking"
533444,Waves,7.389,567,Released,2019-11-15,2576990,135,False,/vT7xQpsw2J5Yz8G2FjxGDr7rYss.jpg,6000000,https://a24films.com/films/waves,tt8652728,en,Waves,A controlling father’s attempts to ensure that his two children succeed in high school backfire after his son experiences a career-ending sports injury. Their familial bonds are eventually placed under severe strain by an unexpected tragedy.,13.519,/3xbjL0z8iH8e8L3USyeKGQrBfuZ.jpg,Love is patient.,"Romance, Drama","Bron Studios, JW Films","Canada, United States of America",English,"high school, florida, regret, forgiveness, wrestling, loss, coming of age, grief, tragedy, interracial relationship, break-up, dying father, healing process, family dynamics, generation z, downward spiral, father son relationship, father daughter relationship, brother sister relationship, toxic masculinity, african american, teen pregnancy, stepmother stepdaughter relationship, high school athlete, stepmother stepson relationship, diverging narrative"
198185,Million Dollar Arm,6.742,566,Released,2014-05-09,38307627,124,False,/7I5uDeJfST5EgU3yQHpO3ExyBQk.jpg,25000000,http://movies.disney.com/million-dollar-arm,tt1647668,en,Million Dollar Arm,"In a last-ditch effort to save his career, sports agent JB Bernstein dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.",9.006,/dQlyPJwRuUOJ6Ni0XWfEMrlPTu.jpg,"Sometimes to win, sometimes you have to change the game",Drama,"Walt Disney Pictures, Roth Films, Mayhem Pictures",United States of America,"Hindi, English","sports, baseball, cricket, based on true story, india, sports agent, duringcreditsstinger"
653851,Devotion,7.231,566,Released,2022-11-23,20000000,139,False,/5pMy5LF2JAleBNBtuzizfCMWM7k.jpg,90000000,https://www.devotion.movie,tt7693316,en,Devotion,The harrowing true story of two elite US Navy fighter pilots during the Korean War. Their heroic sacrifices would ultimately make them the Navy's most celebrated wingmen.,34.79,/26yQPXymbWeCLKwcmyL8dRjAzth.jpg,"In America’s forgotten war, they made history.","War, Drama, Action","Black Label Media, STX Films",United States of America,"English, Italian","korean war, aftercreditsstinger, duringcreditsstinger"
339103,Gotti,5.311,562,Released,2018-06-14,4343227,106,False,/2ONQC1jV5ucuNmbJjd4JtGx5NFp.jpg,10000000,http://gotti-movie.com/,tt1801552,en,Gotti,"John Gotti rises to the top of the New York underworld to become the boss of the Gambino crime family. His life takes a tumultuous turn as he faces tragedy, multiple trials and a prison sentence.",11.523,/q869M8MTy0eynwfiE5vIlFgAUze.jpg,He showed the world who's boss.,"Crime, Drama, History, Thriller","Highland Film Group, Michael Fiore Films, EFO Films, JTP Films",United States of America,English,"gangster, 1970s, loyalty, biography, betrayal, organized crime, godfather, crime syndicate, mob"
524369,The Many Saints of Newark,6.398,562,Released,2021-09-22,13037403,120,False,/hrzoy8vvUrxQixOM11pwW9AX7Bu.jpg,50000000,https://www.themanysaintsofnewarkmovie.com,tt8110232,en,The Many Saints of Newark,"Young Anthony Soprano is growing up in one of the most tumultuous eras in Newark, N.J., history, becoming a man just as rival gangsters start to rise up and challenge the all-powerful DiMeo crime family. Caught up in the changing times is the uncle he idolizes, Dickie Moltisanti, whose influence over his nephew will help shape the impressionable teenager into the all-powerful mob boss, Tony Soprano.",19.667,/1UkbPQspPbq1FPbFP4VV1ELCfSN.jpg,Who made Tony Soprano?,Crime,"Warner Bros. Pictures, HBO Films, New Line Cinema, Chase Films",United States of America,"English, Italian, Latin","new jersey, italian american, prequel, mobster, mafia, gang, criminal, 1960s, gangsters, newark, new jersey"
392982,Marshall,7.3,560,Released,2017-10-13,10051659,118,False,/oZZeG88rulKn1i5Y2WoJqLCBoF6.jpg,12000000,,tt5301662,en,Marshall,"Thurgood Marshall, the first African-American Supreme Court Justice, battles through one of his career-defining cases.",11.03,/2KfdXsXTCbMie0wB1mSmIX60C2F.jpg,Justice has a name.,Drama,Chestnut Ridge,United States of America,English,"court, interracial relationship, lawyer, 1940s, courtroom drama"
605804,The Wretched,6.057,560,Released,2020-03-09,3758846,95,False,/c5cSnEIGFlhNuqtzCZuZTVlL1xX.jpg,0,http://ifcfilms.com/films/the-wretched,tt8305806,en,The Wretched,"A rebellious teenage boy, struggling with his parent's imminent divorce, encounters a terrifying evil after his next-door neighbor becomes possessed by an ancient witch that feasts on children.",11.526,/yCBslw91HrA66w8fsMqhKMvtgff.jpg,What is forgotten will never be found.,"Horror, Mystery, Thriller",Cailleach Productions,United States of America,English,"witch, possession, woods, neighbor, occult, flesh eating, summer job, marina, ancient evil"
340945,USS Indianapolis: Men of Courage,5.894,560,Released,2016-09-22,2158568,128,False,/7rVmPxSPm53SsVyUTmjrenOa8yH.jpg,40000000,,tt2032572,en,USS Indianapolis: Men of Courage,"The harrowing true story of the crew of the USS Indianapolis, who were stranded in the Philippine Sea for five days after delivering the atomic weapons that would eventually end WWII. As they awaited rescue, they endured extreme thirst, hunger, and relentless shark attacks.",27.186,/aREeJV7avhlLnCicVG3fBjXiaW1.jpg,"1196 men aboard, 5 days in water, 317 survived","Action, War","Union Patriot Capital Management, Saturn Films, Patriot Pictures, Hannibal Pictures, MVP Films, USS Indianapolis Production",United States of America,"Japanese, English","world war ii, based on true story, 1940s"
596161,Let Him Go,6.833,559,Released,2020-11-05,7997460,114,False,/ZLD4pjmMLt9I3t1a7SFJBekIh1.jpg,21000000,https://www.focusfeatures.com/let-him-go,tt9340860,en,Let Him Go,"Following the loss of their son, a retired sheriff and his wife leave their Montana ranch to rescue their young grandson from the clutches of a dangerous family living off the grid in the Dakotas.",14.235,/EsLZoT8oHhQlGd1QpdbnvnwTzO.jpg,Fight for family.,"Drama, Thriller, Crime, Western","Mazur / Kaplan Company, Focus Features","Canada, United States of America",English,"based on novel or book, loss of loved one, montana, horse, north dakota, grief, grandson, death of son, neo-western, 1960s, abusive father, abusive husband, daughter–in–law, shooting an animal, retired lawman"
476292,Maquia: When the Promised Flower Blooms,8.217,556,Released,2018-02-24,4300000,115,False,/yjfwNSDljAKsuHwwE34xjlY3tQj.jpg,0,http://sayoasa.jp,tt7339826,ja,さよならの朝に約束の花をかざろう,"Maquia is a member of a special race called the Iorph who can live for hundreds of years. However, Maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. She daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.  One day the kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons, the Renato, under their control, and now their king wishes to add the immortality to his bloodline.  They ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack, Maquia is carried off by one of the Renato. It soon dies, and she is left deserted in a forest, now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own, naming him Ariel. Although she knows nothing of the human world, how to raise a child that ages much faster than her.",19.62,/hL3NqRE2ccR4Y2sYSJTrmalRjrz.jpg,,"Animation, Fantasy, Drama","P.A.WORKS, Bandai Visual, Hakuhodo DY Music & Pictures, Lantis, Rakuonsha, Cygames",Japan,Japanese,"family relationships, coming of age, tragedy, dragon, based on manga, military, anime, high fantasy, josei, family life, time skip"
215211,Grace of Monaco,5.987,554,Released,2014-04-22,26576000,103,False,/rwvzWkGHuNyY0r26mPznWuN13Qk.jpg,30000000,,tt2095649,en,Grace of Monaco,"The story of former Hollywood star Grace Kelly's crisis of marriage and identity, during a political dispute between Monaco's Prince Rainier III and France's Charles De Gaulle, and a looming French invasion of Monaco in the early 1960s.",12.856,/unJl7iN89fGxkItzHm4reTP87pi.jpg,The greatest role Grace Kelly would ever play.,"Romance, Drama","Stone Angels, Gaumont, TF1 Films Production, Lucky Red, uFilm, Silver Reel, uMedia, Od Shots, YRF Entertainment, Canal+","Belgium, France, Italy, Switzerland, United States of America","French, English","prince, monaco, 1960s"
508791,The Sun Is Also a Star,6.968,554,Released,2019-05-16,6800000,100,False,/3CFuFIwtSSQU4Fyd5NnmHnNZq9w.jpg,9000000,https://www.thesunisalsoastarmovie.com,tt6423362,en,The Sun Is Also a Star,"Two young New Yorkers begin to fall in love over the course of a single day, as a series of potentially life-altering meetings loom over their heads - hers concerning her family’s deportation to Jamaica, and his concerning an education at Dartmouth.",8.372,/pYfI62qgone3Ai0tzgxtQq7chDE.jpg,Love is a universe all of its own,"Romance, Drama",Alloy Entertainment,United States of America,English,"new york city, deportation, love, korean american, based on young adult novel, korean"
314385,By the Sea,5.6,553,Released,2015-11-12,3727746,122,False,/917DfAZGQzYCO6eDitqghUTpSfW.jpg,10000000,,tt3707106,en,By the Sea,"Set in France during the mid-1970s, Vanessa, a former dancer, and her husband Roland, an American writer, travel the country together. They seem to be growing apart, but when they linger in one quiet, seaside town they begin to draw close to some of its more vibrant inhabitants, such as a local bar/café-keeper and a hotel owner.",7.928,/oEyeG4UyAQvYIJiFpUV57Q3PTDp.jpg,"When we die on the inside, the outside is left wandering dangerously by the sea.","Drama, Romance","Pellikola Limited, Plan B Entertainment, Jolie Pas","United States of America, France, Malta","Ukrainian, English, French","hotel, france, 1970s, sailing, borderline personality disorder, alcoholism, grief, travel, confrontation, argument, mustache, unhappiness, marriage problems, woman director, blonde beast"
508642,Gonjiam: Haunted Asylum,7.327,552,Released,2018-03-28,21041950,95,False,/cIGKR70sYFEoI5A7bdt821hbrXA.jpg,0,,tt8119752,ko,곤지암,"The crew of a horror web series travels to an abandoned asylum for a live broadcast, but they encounter much more than expected as they move deeper inside the nightmarish old building.",19.323,/KPrZ8lbgbMD7gr1pkMKoNbtcCK.jpg,Experience the horror.,"Horror, Mystery",Hive Media Corp,South Korea,Korean,"asylum, camera, insane asylum, crew, paranormal, psychiatric hospital, paranormal investigation, found footage, horror filmmaking, paranormal activity, haunted attractions, haunted hospital, livestream, ghosts"
265297,The Salt of the Earth,8.101,550,Released,2014-08-29,1059804,110,False,/lqtzWKCpejXdKb22cav5bB6MqSR.jpg,0,,tt3674140,fr,Le sel de la terre,"During the last forty years, the photographer Sebastião Salgado has been travelling through the continents, in the footsteps of an ever-changing humanity. He has witnessed the major events of our recent history: international conflicts, starvations and exodus… He is now embarking on the discovery of pristine territories, of the wild fauna and flora, of grandiose landscapes: a huge photographic project which is a tribute to the planet's beauty. Salgado's life and work are revealed to us by his son, Juliano, who went with him during his last journeys, and by Wim Wenders, a photographer himself.",6.109,/jRmQNj8NacAHJnzwfvFvglKSGB6.jpg,A Journey With Sebastião Salgado,Documentary,"Secretaria de Estado de Cultura do Espírito Santo, Decia Films, Amazonas Images, Solares Fondazione delle arti, La Région Île-de-France, Maison Européenne de la Photographie, Serviçio Social do Comércio","Italy, France, Brazil","French, Portuguese, English","france, photographer, starvation, humanity"
466622,The Rhythm Section,5.526,549,Released,2020-01-31,5989583,109,False,/ivEOcnP78Xbp8jwd7O5jazfeKwK.jpg,50000000,https://www.paramountmovies.com/movies/the-rhythm-section,tt7134096,en,The Rhythm Section,"When she discovers the plane crash that claimed the lives of her family was no accident, Stephanie Patrick enters the dark, complex world of international espionage seeking vengeance. With nothing left to lose, Stephanie transforms from victim to assassin and discovers that neither revenge nor the truth are what they appear.",14.002,/spTr0VYyRtl36Lkk6nCnnbFXhus.jpg,Witness the birth of an assassin.,"Action, Thriller","Eon Productions, Global Road Entertainment, Babieka Films, Ingenious Media, Whitebeard Films, AGC Studios, Paramount","Spain, United Kingdom, United States of America","Arabic, English, French, Spanish","based on novel or book, spy, revenge, terrorism"
277355,Everly,5.4,547,Released,2014-09-20,358156,93,False,/x5UCda9suohz4milfk44APiA0rO.jpg,0,,tt1945084,en,Everly,"After she betrays a powerful mob boss, a woman matches wits and weaponry with a legion of killers who are out to collect the bounty on the heads of her and her family.",19.331,/2As9fPVTZ1jF6uaTweiVw1RRFDD.jpg,Enter if you dare.,"Thriller, Action","Dimension Films, Crime Scene Pictures, RADiUS-TWC, Vega Baby, Anonymous Content",United States of America,"English, Japanese, Spanish","assassin, prostitute, katana sword, mob boss, apartment"
259018,Behaving Badly,5.314,547,Released,2014-04-14,422697,92,False,/pkbCKKY23CVo5dhcNAYschd0aej.jpg,0,,tt2314824,en,Behaving Badly,"Teenager Rick Stevens is willing to do whatever it takes to win the heart of Nina Pennington. He'll have to deal with his best friend's horny mom, a drug abusing boss and even the mob if he ever hopes to land the girl of his dreams. Love is never easy!",13.153,/vHPRAvYa4AT2KfORbpTlhNGtGEI.jpg,"One good girl, several very bad choices",Comedy,"Starboard Entertainment, Mad Chance",United States of America,English,
289727,The Rewrite,6.029,545,Released,2014-06-15,4453524,107,False,/aikBhzg2hT853U876DZglf6qlGN.jpg,0,,tt2509850,en,The Rewrite,"An Oscar-winning writer in a slump leaves Hollywood to teach screenwriting at a college on the East Coast, where he falls for a single mom taking classes there.",9.634,/y0YCrL23zIqoI3z7AwV7Q9RXZ9x.jpg,A comedy about getting on the same page.,"Romance, Comedy",Castle Rock Entertainment,United States of America,"French, English","professor, teaching, pommy"
568012,One Piece: Stampede,7.854,543,Released,2019-08-09,81562741,101,False,/iGnCzXEx0cFlUbpyAMeHwHWhPhx.jpg,0,https://one-piece.com/comicsanime/movie/detail/14.html,tt9430698,ja,ONE PIECE STAMPEDE,"The world's boldest buccaneers set sail for the great Pirate Festival, where the Straw Hats join a mad-dash race to find Gol D. Roger's treasure. There's just one little problem: An old member of Roger's crew has a sinister score to settle.",12.375,/35KrrxdjJP3c9dnBZqnVmSVStgp.jpg,,"Animation, Action, Adventure, Family, Fantasy","Toei Animation, Toei Company",Japan,Japanese,anime
745881,The Medium,7.062,542,Released,2021-07-14,7230000,131,False,/dfpoIYLQuKtJb0vRYfhBhqPTFwj.jpg,0,,tt13446168,th,ร่างทรง,A horrifying story of a shaman’s inheritance in the Isan region of Thailand. But the goddess that appears to have taken possession of a family member turns out not to be as benevolent as it first appears.,30.869,/tWoSE8SH6XhgWKHIL3p0sj7lA3V.jpg,A story about shamanism in Thailand.,"Horror, Thriller","Northern Cross, Jorkwang Films, Showbox, Finecut, GDH 559","South Korea, Thailand",Thai,"supernatural, medium, thailand, mockumentary, shaman, fake documentary, folk horror, supernatural horror"
345923,All I See Is You,5.147,542,Released,2017-08-10,646946,110,False,/daBjwNXK5eZ0BYU9IAUcG7j5SJF.jpg,30000000,http://www.alliseeisyoumovie.com/,tt4486986,en,All I See Is You,A blind woman's relationship with her husband changes when she regains her sight and discovers disturbing details about themselves.,9.402,/wc9MgFWuBl3VS72w6VtiZXTgN79.jpg,An obsessive love story.,"Mystery, Thriller, Drama","2DUX², SC Films International, Wing and a Prayer Pictures, LINK Entertainment, SC Films Thailand Co.",United States of America,"English, Spanish, Thai","husband wife relationship, barcelona, spain, married couple, bangkok, thailand, thailand, blonde, surgical operation, regaining sight, blind woman"
238603,Earth to Echo,5.863,541,Released,2014-06-14,45300000,89,False,/xqCU96foxW8w2dhaEhP3vr1Sx4R.jpg,13000000,,tt2183034,en,Earth to Echo,"After a construction project begins digging in their neighbourhood, best friends Tuck, Munch and Alex inexplicably begin to receive strange, encoded messages on their cell phones. Convinced something bigger is going on, they go to their parents and the authorities. The three embark on a secret adventure to crack the code and follow it to its source, and discover a mysterious being from another world who desperately needs their help. The journey that follows will change all their lives forever.",9.919,/yiNPza51nLvVTWTB9q4ifzfUlml.jpg,No one will ever believe our story.,"Family, Adventure, Science Fiction","Panay Films, Walt Disney Pictures",United States of America,English,"alien, found footage"
195590,Collide,5.525,538,Released,2016-06-10,6817535,98,False,/vbC4aCxtmiT88pf1dosP3940MfG.jpg,21500000,,tt2126235,en,Collide,"An American backpacker gets involved with a ring of drug smugglers as their driver, and winds up on the run from his employers across Cologne’s autobahns.",14.893,/mmRizqT81KfcY91hndIt0TReqtB.jpg,,"Thriller, Action","Silver Pictures, 42, Automatik Entertainment, DMG Entertainment, Hands-on Producers","Germany, United Kingdom, United States of America","German, English","on the run, drugs"
287495,Labyrinth of Lies,7.2,537,Released,2014-09-06,4574756,122,False,/hZt2oHJm0u54IVq2FvAWomSI4JF.jpg,0,,tt3825638,de,Im Labyrinth des Schweigens,A young prosecutor in postwar West Germany investigates a massive conspiracy to cover up the Nazi pasts of prominent public figures.,7.518,/lCnzlBatc1Rsciny0tRwxb9dnwL.jpg,,"Drama, History","Claussen+Wöbke Filmproduktion, Naked Eye Filmproduction",Germany,German,"nazi, germany, war crimes, holocaust (shoah), world war ii, investigation, based on true story, trial, post war germany, lawyer, prosecutor, war criminal, 1950s, josef mengele, nazi war criminal"
521034,The Secret Garden,6.36,532,Released,2020-07-08,889816,99,False,/usIfpM7Lr3r9fWTvMGZ8HoD1f8f.jpg,0,http://stxfilms.com/thesecretgarden,tt2702920,en,The Secret Garden,"Mary Lennox is born in India to wealthy British parents who never wanted her. When her parents suddenly die, she is sent back to England to live with her uncle. She meets her sickly cousin, and the two children find a wondrous secret garden lost in the grounds of Misselthwaite Manor.",14.603,/5MSDwUcqnGodFTvtlLiLKK0XKS.jpg,Unlock your imagination,"Family, Fantasy, Drama","Heyday Films, StudioCanal","United Kingdom, France",English,"garden, yorkshire, orphan, based on children's book, post war, 1940s"
605886,To Catch a Killer,7.024,531,Released,2023-04-06,200221,119,False,/T5xXoFqyc9jNXZIbH4Sw0jwWjw.jpg,0,,tt10275534,en,Misanthrope,Baltimore. New Year's Eve. A talented but troubled police officer is recruited by the FBI's chief investigator to help profile and track down a mass murderer.,74.319,/mFp3l4lZg1NSEsyxKrdi0rNK8r1.jpg,,"Crime, Thriller, Mystery","FilmNation Entertainment, RainMaker Films",United States of America,English,"new year's eve, mass murder, fbi, investigation, slaughterhouse, mass killing, homicide investigation, federal bureau of investigation, baltimore, maryland"
524247,The Intruder,6.0,531,Released,2019-05-03,40600000,102,False,/kyegg1r5oxRCZgqU7anHYD2TJap.jpg,8000000,,tt6722030,en,The Intruder,A psychological thriller about a young married couple who buys a beautiful Napa Valley house on several acres of land only to find that the man they bought it from refuses to let go of the property.,14.762,/p9xKyetr0ihJ2K6HJMeXzc4IwEv.jpg,Your House. His Home.,Thriller,"Hidden Empire Film Group, Screen Gems",United States of America,English,"california, psychopath, widow, country house, thanksgiving, stalker, deer, murder, christmas lights, voyeur, christmas, intruder, napa valley"
534259,Blinded by the Light,6.936,529,Released,2019-08-09,18144644,118,False,/1mCyb6vNsBgfzNm1KdZaF8wg3yB.jpg,15000000,https://www.warnerbros.com/movies/blinded-light,tt8266310,en,Blinded by the Light,"In 1987, during the austere days of Thatcher’s Britain, a teenager learns to live life, understand his family, and find his own voice through the music of Bruce Springsteen.",12.343,/1KsKNrgs7D3zPh9FT9f6MD3ampH.jpg,For anyone who has ever wanted to dream. You're not alone.,"Drama, Comedy","New Line Cinema, Bend It Films, Ingenious Media, Levantine Films, Rakija Films, Warner Bros. Pictures, Cornerstone Films","United Kingdom, United States of America",English,"based on true story, coming of age, woman director, 1980s, british asian, teenager"
550231,The Secret: Dare to Dream,7.334,529,Released,2020-04-16,3215636,107,False,/3FGbEzpiceLUdO8c5rNTiBPRldq.jpg,21000000,,tt4411584,en,The Secret: Dare to Dream,"A widow with three children hires a handyman to fix her house during a major storm. When not doing home repairs, he shares his philosophy of believing in the power of the universe to deliver what we want.",13.015,/5mCqEeBA0MW7H6akFrFQXJu68rU.jpg,,"Drama, Romance","Savvy Media Holdings, Covert Media, Roadside Attractions, Illumination Productions, Robert Cort Productions, Shine Box Media Group, Tri G",United States of America,English,"based on novel or book, love"
292040,Spooks: The Greater Good,6.016,528,Released,2015-04-11,1473809,104,False,/e9DW4jojkdK4DhLjJJqlpm6GzJe.jpg,0,http://www.shinepictures.co.uk/films/9/spooks-the-greater-good/,tt3321300,en,Spooks: The Greater Good,"During a handover to the head of counter-terrorism of MI5, Harry Pearce, a terrorist escapes custody. When Harry disappears soon after, his protégé is tasked with finding out what happened as an impending attack on London looms, and eventually uncovers a deadly conspiracy.",13.761,/bpK63x3M7uFtoIetK5YniHXLE28.jpg,,"Thriller, Action","Creative England, BBC Film, Isle of Man Film, Shine Pictures, Pinewood Pictures, Kudos",United Kingdom,English,"corruption, escape, police, explosive, kidnapping, flashback, conspiracy, terrorism, one man army, massacre, sabotage, innocent person killed, mi5, disobeying orders"
798286,Beau Is Afraid,6.8,527,Released,2023-04-14,10000000,179,False,/o3YleBe0QGNNlUqm6CnJVqGQQH4.jpg,35000000,https://a24films.com/films/beau-is-afraid,tt13521006,en,Beau Is Afraid,A paranoid man embarks on an epic odyssey to get home to his mother.,44.044,/wgVkkjigF31r1nZV80uV0xNIoun.jpg,From his darkest fears comes the greatest adventure.,"Comedy, Adventure, Fantasy","A24, Square Peg, IPR.VC, Access Entertainment","Finland, United States of America",English,"suicide, nightmare, therapist, paranoia, orgasm, trauma, dark comedy, satire, surrealism, childhood trauma, crude humor, grief, fear, maniac, birth, attic, death of mother, entrepreneur, existentialism, anxiety disorder, absurdist, mother son relationship, based on short film, anxiety, odyssey"
413998,My Cousin Rachel,5.678,526,Released,2017-06-08,9200168,106,False,/atGEqsebanmOwqnvluQSxi6DaVP.jpg,0,http://www.foxsearchlight.com/mycousinrachel/,tt4411596,en,My Cousin Rachel,"A young Englishman plots revenge against his mysterious, beautiful cousin, believing that she murdered his guardian. But his feelings become complicated as he finds himself falling under the beguiling spell of her charms.",10.83,/yz9Pnx5tbpZOHWsCD0LtoTCgmLi.jpg,Did she or didn't she?,"Drama, Romance","Fox Searchlight Pictures, Free Range Films, TSG Entertainment","United Kingdom, United States of America","English, Italian","based on novel or book, cliff, suspicion, cornwall, england, love, remake, jewels"
390497,Tunnel,7.305,526,Released,2016-08-10,52444295,126,False,/iAZKxXcc6Ou2ZNh8VrTz1D1Mtex.jpg,1000000,,tt5910280,ko,터널,"A man is on his way home when the poorly constructed tunnel he is driving through collapses, leaving him trapped leaving himself for the unexpected whilst emergency services struggle to help.",11.412,/rpsEci5qoJxUdTHFo5MHwhLDafV.jpg,"When all collapsed, only hope remained.","Thriller, Adventure","BA Entertainment, Showbox",South Korea,Korean,"survival, disaster, reporter, trapped, rescue team, news reporter, trapped underground, south korea"
529106,Major Grom: Plague Doctor,6.714,524,Released,2021-04-01,4493306,136,False,/bAcga9XzjfVoKDM80LBIinYBVAw.jpg,5000000,,tt7601480,ru,Майор Гром: Чумной Доктор,"Igor Grom is a skilled policeman from St. Petersburg, known for his daring nature and uncompromising attitude towards the criminals of all kinds. Incredible strength, analytical mind and integrity – these qualities make Major Grom the perfect policeman. Working tirelessly, he always pushes through, and meets the challenges standing in the way.",21.464,/wnesEmcq7xdw1Rm1Bn6XEFTkenR.jpg,,"Action, Adventure",Bubble Studios,Russia,Russian,"based on comic, unorthodox, bubble comics, based on short film, independent film, plague doctor"
864370,Incantation,6.854,524,Released,2022-03-18,5700000,111,False,/vqEX1uF3Spl12rOACQ3gJ6j4MSR.jpg,0,,tt18968540,zh,咒,"Inspired by a true story of a family who believed they were possessed by spirits, this film follows a woman who must protect her child from a curse.  WARNING: This is a cursed video, it might contain certain risks to watch. For those who dares to follow, please solve the puzzle of my daughter's curse with me.",32.361,/6zltP23zLGPogsHZUazSrrwNuKs.jpg,Do you believe in blessings?,Horror,"Monkey Movies, Moonshine Animation, Kaohsiung Film Fund",Taiwan,Mandarin,"curse, found footage"
445040,My Friend Dahmer,6.568,523,Released,2017-11-03,1361611,107,False,/riGLnaedShgx8iTGTRwYBOEUIhm.jpg,0,https://www.myfrienddahmerthemovie.com/,tt2291540,en,My Friend Dahmer,"Jeffrey Dahmer struggles with a difficult family life as a young boy. During his teenage years he slowly transforms, edging closer to the serial killer he was to become.",12.789,/c6HoPIBcRv9l2tPB8hbivq71Nw.jpg,Jeffrey Dahmer murdered 17 men and boys between 1978 and 1991. This is the story before that story.,"Drama, Crime","Ibid Filmworks, Aperture Entertainment, Attic Light Films",United States of America,English,"high school, 1970s, biography, based on true story, ohio, sociopath, murder, male homosexuality, serial killer, divorce, social outcast"
